Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
1,3,1,-0.5989079447880722,0,0,3101295,0.07369531401510841,0,1
1,1,1,1.213747802478582,0,1,112378,0.4270719594598148,0,0
0,2,0,-0.04723010866343835,0,0,SC/PARIS 2147,-0.3893325135319004,0,0
0,2,0,-0.6777190642344485,1,0,28133,-0.43160863999745536,0,1
1,1,1,0.11039213022931418,0,0,16966,1.7733540684210047,0,0
0,1,0,1.528992280264087,0,0,112058,-0.637763689971539,0,1
0,2,0,1.1349366830322056,0,0,248746,-0.40471885087040094,0,1
1,1,1,1.9230478774959683,1,1,33638,0.8296712602278986,0,1
1,1,1,1.213747802478582,0,0,PC 17608,4.065708591502392,0,0
1,3,1,-0.5989079447880722,2,0,315152,-0.48247515776279987,0,1
0,2,0,-0.6777190642344485,0,0,29107,-0.43160863999745536,0,1
0,1,0,2.0018589969423446,0,0,680,0.2585626142636073,0,1
0,3,0,-1.938696975376469,4,2,347077,-0.0750948524879259,0,1
0,3,0,-0.2048523475561909,0,0,366713,-0.4988331128150913,1,0
0,3,0,-0.28366346700256717,0,0,330910,-0.49651700564494766,1,0
1,3,1,-0.2048523475561909,0,0,364498,-0.3778290617433466,0,1
1,3,1,-0.835341303127201,1,0,376566,-0.3491466200078219,0,1
0,2,0,-0.2048523475561909,0,0,SC/PARIS 2159,-0.4069596666309888,0,1
1,2,1,-0.4412857058953197,1,2,220845,0.5274605055341512,0,1
0,3,0,-0.4412857058953197,0,0,349911,-0.49838494966297375,0,1
0,2,0,2.159481235835097,0,0,244346,-0.40471885087040094,0,1
0,3,0,-0.6777190642344485,0,0,364858,-0.4988331128150913,1,0
0,3,0,-1.8598858559300926,3,1,349909,-0.2599621527364248,0,1
0,1,0,-0.520096825341696,0,0,12749,1.0383664989481847,0,1
1,1,1,1.6866145191568396,0,1,PC 17592,0.06854143776575629,0,1
0,3,0,-1.3082080198054586,0,2,C.A. 2673,-0.2747515367563047,0,1
0,2,0,1.3713700413713346,0,0,C.A. 30769,-0.44953516608215827,0,1
0,3,0,-0.04723010866343835,3,1,315153,-0.24293195295595707,0,1
1,1,1,-0.9141524225735773,1,0,13695,0.4378278751106366,0,1
0,3,0,-0.4412857058953197,0,0,371109,-0.5077963758574427,1,0
1,1,1,1.4501811608177106,1,1,13567,0.7820171759369329,0,0
0,3,0,-0.5989079447880722,0,0,347065,-0.49838494966297375,0,1
0,3,0,0.11039213022931418,0,0,21332,-0.49913248580070585,1,0
1,1,1,0.031581010782937916,0,0,36928,2.3177235080773535,0,1
0,2,0,0.6620699663539481,1,0,28664,-0.26130664219277755,0,1
1,1,1,-0.5989079447880722,0,1,112378,0.4270719594598148,0,0
0,1,0,-0.9929635420199536,0,0,113059,0.20657568861796888,0,1
0,1,0,1.0561255635858293,1,0,17765,-0.1408260456827061,0,0
0,2,0,-0.7565301836808248,0,0,SC/PARIS 2166,-0.38925722212234465,0,0
0,2,0,-0.520096825341696,1,0,28666,-0.44953516608215827,0,1
0,1,0,1.6078033997104633,1,1,113503,3.15369657694313,0,0
1,3,1,-0.2048523475561909,0,0,334915,-0.49935656737676465,1,0
1,3,1,-2.0963192142692213,1,1,SOTON/O.Q. 3101315,-0.3908257931547562,0,1
1,3,1,-0.2048523475561909,0,0,365237,-0.4988331128150913,1,0
1,1,1,0.5832588469075718,1,0,19928,0.9756236576517244,1,0
1,3,1,-0.1260412281098146,0,0,347086,-0.49838494966297375,0,1
0,3,0,-0.2048523475561909,0,0,A.5. 3236,-0.4934551549896804,0,1
1,1,1,0.7408810858003243,0,0,PC 17758,1.31443500065261,0,0
0,3,0,0.7014755260771361,0,0,SOTON/O.Q. 3101262,-0.5077963758574427,0,1
0,3,0,-0.2048523475561909,0,0,359309,-0.4934551549896804,0,1
0,3,0,-0.2048523475561909,1,1,2668,-0.23695704181192556,0,0
